Timestamp,PositionX,PositionY,X(V),Y(V),Frequency(Hz),Voltage(V)
2025-04-04 10:42:41.379872,55.0,37.5,-2.6478768067e-09,-7.5609683847e-08,1000.000000,-2.3253712e-05
2025-04-04 10:42:41.390943,55.0,37.5,-2.6478768067e-09,-7.5609683847e-08,1000.000000,-2.3253712e-05
2025-04-04 10:42:41.437351,55.0,37.53035,-2.681779776e-08,-8.8707452051e-08,1000.000000,-3.00728416e-05
2025-04-04 10:42:41.448580,55.0,37.53035,-2.681779776e-08,-8.8707452051e-08,1000.000000,-2.78768499e-05
2025-04-04 10:42:41.459579,55.0,37.53035,-2.681779776e-08,-8.8707452051e-08,1000.000000,-2.78768499e-05
2025-04-04 10:42:41.470588,55.0,37.53035,-2.1640778058e-08,-8.7108134039e-08,1000.000000,-2.78768499e-05
2025-04-04 10:42:41.481468,55.0,37.77145,-2.1640778058e-08,-8.7108134039e-08,1000.000000,-2.78768499e-05
2025-04-04 10:42:41.493192,55.0,37.77145,-2.1640778058e-08,-8.7108134039e-08,1000.000000,-3.16524141e-05
2025-04-04 10:42:41.504015,55.0,37.77145,-2.1640778058e-08,-8.7108134039e-08,1000.000000,-3.16524141e-05
2025-04-04 10:42:41.514977,55.0,37.9553,-7.9836848244e-09,-9.365272291e-08,1000.000000,-3.16524141e-05
2025-04-04 10:42:41.525912,55.0,37.9553,-7.9836848244e-09,-9.365272291e-08,1000.000000,-3.16524141e-05
2025-04-04 10:42:41.537029,55.0,37.9553,-7.9836848244e-09,-9.365272291e-08,1000.000000,-2.11347733e-05
2025-04-04 10:42:41.549196,55.00005,38.1365,-8.1925390916e-09,-9.4190603761e-08,1000.000000,-2.11347733e-05
2025-04-04 10:42:41.559904,55.00005,38.1365,-8.1925390916e-09,-9.4190603761e-08,1000.000000,-2.11347733e-05
2025-04-04 10:42:41.571392,55.00005,38.1365,-8.1925390916e-09,-9.4190603761e-08,1000.000000,-2.57193846e-05
2025-04-04 10:42:41.583570,55.00005,38.1365,-8.1925390916e-09,-9.4190603761e-08,1000.000000,-2.57193846e-05
2025-04-04 10:42:41.594095,55.00005,38.3081,-1.0195255307e-08,-1.1191463756e-07,1000.000000,-2.57193846e-05
2025-04-04 10:42:41.604871,55.00005,38.3081,-1.0195255307e-08,-1.1191463756e-07,1000.000000,-2.88014788e-05
2025-04-04 10:42:41.615710,55.00005,38.3081,-1.0195255307e-08,-1.1191463756e-07,1000.000000,-2.88014788e-05
2025-04-04 10:42:41.626293,55.00005,38.42465,-1.6486644938e-08,-1.1028956948e-07,1000.000000,-2.88014788e-05
2025-04-04 10:42:41.639177,55.00005,38.42465,-1.6486644938e-08,-1.1028956948e-07,1000.000000,-2.17897167e-05
2025-04-04 10:42:41.649880,55.00005,38.42465,-1.6486644938e-08,-1.1028956948e-07,1000.000000,-2.17897167e-05
2025-04-04 10:42:41.660589,55.00005,38.42465,-1.6486644938e-08,-1.1028956948e-07,1000.000000,-2.17897167e-05
2025-04-04 10:42:41.672335,55.00005,38.65515,-4.1069987411e-09,-8.7754720823e-08,1000.000000,-2.17897167e-05
2025-04-04 10:42:41.683633,55.00005,38.65515,-4.1069987411e-09,-8.7754720823e-08,1000.000000,-1.25434387e-05
2025-04-04 10:42:41.695984,55.00005,38.65515,-4.1069987411e-09,-8.7754720823e-08,1000.000000,-1.25434387e-05
2025-04-04 10:42:41.707537,55.00005,38.65515,-1.0554313867e-08,-8.9231022571e-08,1000.000000,-1.25434387e-05
2025-04-04 10:42:41.718447,55.00005,38.94285,-1.0554313867e-08,-8.9231022571e-08,1000.000000,-1.25434387e-05
2025-04-04 10:42:41.731004,55.00005,38.94285,-1.0554313867e-08,-8.9231022571e-08,1000.000000,-2.71063269e-05
2025-04-04 10:42:41.741129,55.00005,39.0976,-5.6934355008e-09,-7.8547955695e-08,1000.000000,-2.71063269e-05
2025-04-04 10:42:41.752149,55.00005,39.0976,-5.6934355008e-09,-7.8547955695e-08,1000.000000,-2.71063269e-05
2025-04-04 10:42:41.764675,55.00005,39.0976,-5.6934355008e-09,-7.8547955695e-08,1000.000000,-2.93793716e-05
2025-04-04 10:42:41.775335,55.00005,39.2507,-8.6302760494e-09,-8.7308407615e-08,1000.000000,-2.93793716e-05
2025-04-04 10:42:41.786757,55.00005,39.2507,-8.6302760494e-09,-8.7308407615e-08,1000.000000,-2.93793716e-05
2025-04-04 10:42:41.810243,55.00005,39.2507,-8.6302760494e-09,-8.7308407615e-08,1000.000000,-3.74313399e-05
2025-04-04 10:42:42.436302,56.00005,37.488,-1.454114873e-08,-1.4170646878e-08,1000.000000,-2.61431738e-05
2025-04-04 10:42:42.425170,56.00005,37.5753,-3.5064697812e-08,-1.3993263437e-08,1000.000000,-2.61431738e-05
