-3.278270E-6	-2.694140E-5	2.999990E+4	1.206481E-1
-5.364450E-7	-3.105430E-5	2.513020E+4	1.204569E-1
2.861040E-6	-3.534580E-5	2.105050E+4	1.205568E-1
6.973770E-6	-4.023340E-5	1.763360E+4	1.204846E-1
1.162300E-5	-4.494210E-5	1.477130E+4	1.205246E-1
1.698740E-5	-4.959130E-5	1.237360E+4	1.204131E-1
2.324590E-5	-5.447890E-5	1.036530E+4	1.207076E-1
2.968320E-5	-5.900880E-5	8.682650E+3	1.206208E-1
3.713390E-5	-6.341980E-5	7.273290E+3	1.205657E-1
4.535940E-5	-6.800940E-5	6.092760E+3	1.205341E-1
5.406160E-5	-7.194330E-5	5.103770E+3	1.206011E-1
6.365820E-5	-7.569840E-5	4.275280E+3	1.205576E-1
7.325460E-5	-7.891700E-5	3.581220E+3	1.205123E-1
8.404300E-5	-8.171840E-5	2.999970E+3	1.205985E-1
9.477190E-5	-8.368540E-5	2.513030E+3	1.206171E-1
1.061560E-4	-8.541390E-5	2.105050E+3	1.206209E-1
1.174220E-4	-8.630800E-5	1.763370E+3	1.204098E-1
1.286870E-4	-8.648680E-5	1.477130E+3	1.206335E-1
1.397740E-4	-8.648680E-5	1.237380E+3	1.205589E-1
1.514560E-4	-8.553310E-5	1.036540E+3	1.205403E-1
1.623640E-4	-8.392380E-5	8.682650E+2	1.203892E-1
1.732720E-4	-8.195690E-5	7.273410E+2	1.204716E-1
1.832260E-4	-7.915540E-5	6.092660E+2	1.204032E-1
1.934180E-4	-7.617520E-5	5.103720E+2	1.205713E-1
2.024180E-4	-7.265850E-5	4.275320E+2	1.203720E-1
2.113590E-4	-6.836700E-5	3.581240E+2	1.203027E-1
2.188100E-4	-6.443310E-5	2.999870E+2	1.203619E-1
2.270950E-4	-6.002210E-5	2.513010E+2	1.204535E-1
2.323990E-4	-5.596900E-5	2.105050E+2	1.204138E-1
2.379430E-4	-5.108140E-5	1.763380E+2	1.204213E-1
2.438440E-4	-4.595540E-5	1.477130E+2	1.204024E-1
2.498650E-4	-4.315400E-5	1.237330E+2	1.205031E-1
2.512350E-4	-4.023340E-5	1.036490E+2	1.202988E-1
2.564810E-4	-3.558420E-5	8.681870E+1	1.203231E-1
2.625010E-4	-3.773000E-5	7.273670E+1	1.203485E-1
2.602360E-4	-2.694140E-5	6.093980E+1	1.204548E-1
2.617260E-4	-2.455720E-5	5.103680E+1	1.203487E-1
2.650640E-4	-2.264990E-5	4.275130E+1	1.204275E-1
2.701900E-4	-2.068290E-5	3.580570E+1	1.204478E-1
2.711430E-4	-8.761940E-6	2.999400E+1	1.203829E-1
