-9.536800E-6	-9.286450E-5	2.999990E+4	1.666222E-1
-1.713640E-7	-1.064020E-4	2.513020E+4	1.668709E-1
1.203270E-5	-1.216460E-4	2.105050E+4	1.670117E-1
2.571210E-5	-1.367790E-4	1.763360E+4	1.670959E-1
4.130630E-5	-1.521860E-4	1.477130E+4	1.672433E-1
5.896410E-5	-1.682200E-4	1.237360E+4	1.672855E-1
7.882760E-5	-1.847460E-4	1.036530E+4	1.672631E-1
1.007920E-4	-2.012560E-4	8.682650E+3	1.672763E-1
1.261840E-4	-2.176170E-4	7.273290E+3	1.672045E-1
1.541390E-4	-2.339790E-4	6.092760E+3	1.672224E-1
1.850730E-4	-2.488810E-4	5.103770E+3	1.672257E-1
2.197330E-4	-2.619640E-4	4.275280E+3	1.671957E-1
2.560930E-4	-2.731400E-4	3.581220E+3	1.672042E-1
2.951640E-4	-2.811270E-4	2.999970E+3	1.672416E-1
3.350690E-4	-2.862530E-4	2.513030E+3	1.673049E-1
3.760180E-4	-2.874450E-4	2.105050E+3	1.673513E-1
4.163400E-4	-2.855080E-4	1.763370E+3	1.673430E-1
4.558880E-4	-2.804420E-4	1.477170E+3	1.673902E-1
4.936490E-4	-2.725140E-4	1.237380E+3	1.674050E-1
5.292930E-4	-2.618450E-4	1.036540E+3	1.672740E-1
5.618970E-4	-2.491490E-4	8.682650E+2	1.672107E-1
5.927720E-4	-2.343070E-4	7.273100E+2	1.672096E-1
6.198320E-4	-2.197040E-4	6.092660E+2	1.672825E-1
6.436150E-4	-2.048620E-4	5.103610E+2	1.671260E-1
6.644170E-4	-1.905570E-4	4.275130E+2	1.669670E-1
6.836090E-4	-1.764900E-4	3.581240E+2	1.671078E-1
7.008350E-4	-1.636750E-4	3.000070E+2	1.672630E-1
7.178820E-4	-1.513970E-4	2.513070E+2	1.672814E-1
7.288490E-4	-1.401910E-4	2.104950E+2	1.672838E-1
7.414860E-4	-1.304160E-4	1.763230E+2	1.672704E-1
7.502470E-4	-1.208190E-4	1.477130E+2	1.671743E-1
7.584730E-4	-1.162890E-4	1.237420E+2	1.671742E-1
7.663410E-4	-1.097330E-4	1.036520E+2	1.671228E-1
7.742080E-4	-9.828850E-5	8.683010E+1	1.671081E-1
7.818380E-4	-9.691760E-5	7.272530E+1	1.670567E-1
7.920300E-4	-9.715600E-5	6.092640E+1	1.669719E-1
7.976330E-4	-9.495070E-5	5.103680E+1	1.670058E-1
8.176600E-4	-9.542750E-5	4.274180E+1	1.669677E-1
8.202830E-4	-9.369900E-5	3.580950E+1	1.669592E-1
8.435290E-4	-9.214920E-5	2.999880E+1	1.670700E-1
