-2.823040E-5	-2.710160E-5	9.999850E+4	1.457262E-1
-2.610510E-5	-3.748600E-5	8.376730E+4	1.457528E-1
-2.069780E-5	-4.906230E-5	7.016790E+4	1.457144E-1
-1.249470E-5	-5.983580E-5	5.878050E+4	1.456181E-1
-2.242640E-6	-6.907480E-5	4.923900E+4	1.455859E-1
9.615030E-6	-7.667440E-5	4.124540E+4	1.456276E-1
2.248600E-5	-8.278390E-5	3.455040E+4	1.456955E-1
3.564380E-5	-8.709030E-5	2.894260E+4	1.457181E-1
4.912940E-5	-8.998860E-5	2.424430E+4	1.456135E-1
6.243630E-5	-9.166500E-5	2.030900E+4	1.456338E-1
7.560900E-5	-9.232060E-5	1.701250E+4	1.456315E-1
8.866980E-5	-9.212690E-5	1.425100E+4	1.456321E-1
1.010820E-4	-9.089010E-5	1.193770E+4	1.456242E-1
1.130780E-4	-8.912430E-5	9.999960E+3	1.455565E-1
1.246860E-4	-8.689660E-5	8.376730E+3	1.456426E-1
1.356610E-4	-8.405790E-5	7.016960E+3	1.455368E-1
1.463600E-4	-8.094360E-5	5.877840E+3	1.456659E-1
1.564180E-4	-7.711400E-5	4.923870E+3	1.457016E-1
1.655900E-4	-7.283730E-5	4.124600E+3	1.456903E-1
1.745460E-4	-6.874700E-5	3.455090E+3	1.456120E-1
1.823170E-4	-6.399350E-5	2.894290E+3	1.455406E-1
1.896330E-4	-5.939630E-5	2.424430E+3	1.454646E-1
1.961000E-4	-5.441930E-5	2.030880E+3	1.455796E-1
2.015540E-4	-4.962110E-5	1.701230E+3	1.455769E-1
2.067690E-4	-4.509110E-5	1.425110E+3	1.455975E-1
2.108520E-4	-4.062080E-5	1.193760E+3	1.455513E-1
2.150250E-4	-3.641870E-5	9.999890E+2	1.456205E-1
2.174980E-4	-3.191850E-5	8.376790E+2	1.456498E-1
2.206870E-4	-2.798450E-5	7.017060E+2	1.456690E-1
2.221470E-4	-2.437840E-5	5.877910E+2	1.456326E-1
2.231610E-4	-2.139820E-5	4.923780E+2	1.456018E-1
2.247100E-4	-1.847760E-5	4.124550E+2	1.455740E-1
2.261410E-4	-1.630200E-5	3.455050E+2	1.455868E-1
2.270350E-4	-1.379850E-5	2.894190E+2	1.456501E-1
2.265580E-4	-1.162300E-5	2.424430E+2	1.456927E-1
2.286440E-4	-9.656010E-6	2.030800E+2	1.456729E-1
2.280780E-4	-7.152590E-6	1.701280E+2	1.456824E-1
